Smiles,Standard Type,Standard Value,Standard Units
Cc1ccc(NC(=O)Nc2cccnc2)cc1Cl,Potency,12589.3,nM
O=C(N/N=C/c1cccs1)c1n[nH]cc1Br,Potency,3162.3,nM
COc1ccc(-c2csc(NC(=O)COC(=O)C3=COCCO3)n2)cc1,Potency,5011.9,nM
CCc1ccc(NC(=S)NC(=O)CC(C)C)cc1,Potency,6309.6,nM
C=CC/N=C/c1c(C)nn(-c2ccccc2)c1O,Potency,12589.3,nM
CC(=O)NCC/N=C(\C)c1sc2ccccc2c1O,Potency,12589.3,nM
COc1cccc2oc3cc(C#Cc4ccccn4)ccc3c(=O)c12,Potency,8912.5,nM
O=C(Nc1cccnc1)c1cc2c(ccc3ccccc32)o1,Potency,12589.3,nM
CS(=O)(=O)NNC(=O)Cn1nnc(-c2ccc(OCc3ccccc3Cl)cc2)n1,Potency,11220.2,nM
Cc1ccc(C2NNC(=O)C2NC(=O)c2ccccc2)cc1,Potency,11220.2,nM
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,Potency,2818.4,nM
Cc1cc(C)nc(Nc2ccc(C(=O)O)cc2)n1.Cl,Potency,2818.4,nM
Fc1cccc2sc(N3CCCCC3)nc12,Potency,12589.3,nM
COc1ccccc1-c1nn2c(=O)cc(C)nc2s1,Potency,10000.0,nM
CC1OC1c1ccc(-c2ccc(C3OC3C)cc2)cc1,Potency,5011.9,nM
C/C(=N\OC(=O)NC(C)C)c1sc(-c2ccccc2)nc1C,Potency,5623.4,nM
CN(CCc1ccccc1)C(=O)c1cc(COc2ccc(F)cc2Cl)on1,Potency,12589.3,nM
CC(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1,Potency,11220.2,nM
Fc1ccccc1CSc1nnc(-c2ccccc2)o1,Potency,3981.1,nM
CC(C)N1CCC(=NNC(=O)c2cccs2)CC1,Potency,8912.5,nM
Cc1ccccc1NC(=O)CSc1nc2ccccc2o1,Potency,12589.3,nM
COc1ccc(-c2nc3sc(CCNC(=O)c4cccc(C(F)(F)F)c4)c(C)n3n2)cc1,Potency,6309.6,nM
CCCC1CCc2c(sc(NC(=O)c3cccs3)c2C(N)=O)C1,Potency,11220.2,nM
N=C(CS(=O)(=O)c1ccccn1)NOC(=O)c1ccccc1Cl,Potency,2511.9,nM
Oc1ccc(-c2cccc(-c3ccc(O)cc3)c2)cc1,Potency,10000.0,nM
CCN1CCN(C(=O)c2cc3ccc(OC)cc3[nH]2)CC1,Potency,11220.2,nM
O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccc2c(c1)OCCCO2,Potency,5011.9,nM
COc1ccc2nc(O)c(-c3noc(-c4ccccc4)n3)cc2c1,Potency,5623.4,nM
COc1ccc(-c2csc(-c3cccnc3)n2)cc1C,Potency,12589.3,nM
Oc1ccccc1-c1nnc(COc2ccc(Cl)cc2Cl)o1,Potency,12589.3,nM
O=C(NCCCc1ccccc1)c1cnc2n(c1=O)CCS2,Potency,6309.6,nM
Cc1ccc(/C=C/C(=O)Nc2ncc(C)s2)o1,Potency,3162.3,nM
CCOC(OCC)c1ccc(/C=C\c2nccc(N)n2)cc1,Potency,3162.3,nM
O=C(O)c1ccc(-n2ncc3c2/C(=C/c2cccc([N+](=O)[O-])c2)CC3)cc1,Potency,6309.6,nM
Cc1ccc(CONC(=O)c2ccccc2)cc1,Potency,2238.7,nM
Cc1ccc(NC(=O)c2ccc(OC(=O)c3cc4ccccc4o3)cc2)cc1,Potency,3981.1,nM
CCOC(=O)N1CCN(C(=O)CSCc2ccccc2)CC1,Potency,11220.2,nM
Cc1ccc(OCc2ccc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)o2)cc1,Potency,10000.0,nM
Cc1cccc(/C=N/NC(=O)Cc2cccs2)c1,Potency,11220.2,nM
CC(C)OC(=O)c1ccc(NC(=O)C2C3CC4OC(=O)C2C4C3)cc1,Potency,7079.5,nM
O=C(c1nnc(-c2ccc(Cl)cc2)o1)C1CCCC1,Potency,11220.2,nM
CN1CCN(/N=C/c2ccc(OCc3ccccc3)cc2)CC1,Potency,7943.3,nM
COc1cccc(Nc2nc3ccc(OC)cc3s2)c1,Potency,4466.8,nM
Cc1ccc2c(c1)COc1c3ccc(C(=O)N[C@@H](CO)C(C)C)cc3nn1-2,Potency,6309.6,nM
C/C(=N\NC(=O)c1cccs1)c1ccc2c(c1)OCO2,Potency,8912.5,nM
COCc1cn(-c2nc3ccccc3s2)nn1,Potency,11220.2,nM
C/C(=N\Nc1ccccn1)c1ccc(N2CCOCC2)cc1,Potency,4466.8,nM
COc1cccc(C(=O)Nc2ccc3nc4n(c(=O)c3c2)CCCCC4)c1,Potency,4466.8,nM
Cc1ccc(C(=O)ON=C(N)c2cccc([N+](=O)[O-])c2)cc1,Potency,3162.3,nM
CC(=O)Nc1ccc(C(=O)COC(=O)c2cccs2)c(F)c1,Potency,14125.4,nM
Cc1ccc(-n2ncc(Cl)c2C(=O)NCc2ccccc2)cc1,Potency,11220.2,nM
Cc1ccccc1-c1nnc(Cc2ccccc2)o1,Potency,2818.4,nM
COc1ccccc1NC(=O)/C(O)=C/C(=O)c1ccccc1,Potency,2818.4,nM
O=C(Nc1ccc2ncccc2c1)c1ccccc1Br,Potency,7079.5,nM
CS(=O)(=O)N1CCN(c2nc3ccccc3s2)CC1,Potency,12589.3,nM
CNC(=O)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,Potency,2511.9,nM
COc1ccc(NC(=O)c2ccccc2)c([N+](=O)[O-])c1,Potency,7943.3,nM
O=C(NCCc1ccccn1)c1cc2ccccc2o1,Potency,10000.0,nM
O=C(/C=C/c1ccccc1)c1ccc2c(c1)OCCCCO2,Potency,2238.7,nM
COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,Potency,3162.3,nM
C=CCSc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,Potency,10000.0,nM
Cc1ccc(NC(=O)c2ccccn2)c(Br)c1,Potency,3548.1,nM
COc1cccc(CCNC(=O)c2cc(COc3ccc(C)c(C)c3)on2)c1OC,Potency,5623.4,nM
CCCc1nc(-c2ccc(-c3ccc(F)cc3)cc2)no1,Potency,3981.1,nM
Nn1c(CSc2ccccn2)nc2ccccc2c1=O,Potency,10000.0,nM
COc1ccc(-c2nc(SC)n(S(=O)(=O)c3ccccc3)n2)cc1,Potency,10000.0,nM
O=C(Nc1ccc2c(c1)OCO2)Nc1ccc(Br)cn1,Potency,2818.4,nM
Cc1ccc(C(=O)Nc2ccc(Cl)cc2C)c(Cl)c1,Potency,3162.3,nM
O=C(Cc1ccccc1)Nc1ccc2c(c1)OC1(CCCC1)O2,Potency,3981.1,nM
COc1ccc2oc(C(=O)NC(C)(C)C)c(C)c2c1,Potency,7079.5,nM
Cc1cccc(-n2cnc(C(=O)NC3CCCCCC3)c2)n1,Potency,10000.0,nM
C/N=C1\S/C(=C\c2ccc(O)c(OC)c2)C(=O)N1C,Potency,10000.0,nM
CCc1ccc(Nc2c([N+](=O)[O-])nn(-c3ccc4c(c3)OCCO4)[n+]2[O-])cc1,Potency,3981.1,nM
Cc1nc(-c2ccccc2)nn1-c1ccc([N+](=O)[O-])cc1,Potency,5011.9,nM
COc1cc2c(cc1OC)CN(c1ccc(C(F)(F)F)cn1)CC2,Potency,12589.3,nM
Cc1cccc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c1,Potency,3162.3,nM
N#Cc1c(N)nc2c(c1N)CC(COc1ccccc1)O2,Potency,11220.2,nM
O=C(CCc1ccccc1)Nc1ccc(N2CCCCC2)cc1,Potency,11220.2,nM
CCC(CO)Nc1ccn2nc(-c3ccccc3)cc2n1,Potency,3548.1,nM
COc1ccccc1NC(=O)Nc1ccc2c(c1)CCC2,Potency,2818.4,nM
O=C(CSc1nnc2sc3ccccc3n12)c1ccco1,Potency,12589.3,nM
Cc1ccc(NC(=O)c2cnccn2)cc1C,Potency,7943.3,nM
c1ccc(CSc2ccc(-c3ccco3)nn2)cc1,Potency,3162.3,nM
OCCc1ccc(O)c(-n2nc3ccccc3n2)c1,Potency,11220.2,nM
Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1,Potency,4466.8,nM
O=C(Nc1ccc2c(c1)OCO2)c1c(F)cccc1F,Potency,4466.8,nM
CCCCOC(=O)Nc1ccc(C(C)C)cc1,Potency,11220.2,nM
COc1ccc(/C=C/c2nnc(NC(=O)C(C)C)s2)cc1,Potency,3981.1,nM
Cc1ccc(-n2ncc3c(SCc4ccccc4)ncnc32)cc1,Potency,4466.8,nM
CC1CCN(C(=O)CSCc2ccc(Cl)cc2)CC1,Potency,2818.4,nM
COc1ccc(NC(=O)c2cc(C)on2)cc1,Potency,7079.5,nM
O=C(Nc1ccc2oc(=O)ccc2c1)c1cc2ccccc2o1,Potency,2511.9,nM
Cn1c(SCc2ccccc2[N+](=O)[O-])nnc1-c1cccnc1,Potency,11220.2,nM
OC(c1ccccc1)c1nc(-c2ccccc2Cl)c[nH]1,Potency,10000.0,nM
Cn1ccs/c1=N\C(=O)c1ccc(S(=O)(=O)C(F)F)cc1,Potency,12589.3,nM
Cc1cc(C(=O)COC(=O)c2cc(Cl)ccc2N)c(C)n1Cc1ccco1,Potency,2818.4,nM
CCCOc1cccc(C(=O)Nc2ccc3c(c2)OCCO3)c1,Potency,7943.3,nM
O=C(/C=C/c1cccc(Oc2ccccc2)c1)N1CCOCC1,Potency,8912.5,nM
C=CCN1CCN(C(=O)CSc2ccccc2)CC1,Potency,11220.2,nM
COc1cc(C)ccc1OCc1cc(C(=O)NC(C)Cn2cncn2)no1,Potency,5011.9,nM
Clc1ccc(OCc2nc3ccccc3[nH]2)cc1,Potency,3162.3,nM
C/C(=N/NC(=O)c1ccoc1C)c1ccc(NC(=O)C2CCCC2)cc1,Potency,5623.4,nM
CN(CC(=O)Nc1cccc(F)c1)C(=O)CCCNC(=O)c1ccc(Cl)cc1,Potency,11220.2,nM
COc1cccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc12,Potency,3162.3,nM
Cc1occc1C(=O)NC1CCCCCCC1,Potency,14125.4,nM
CN(Cc1ccc(F)cc1)C(=O)CCc1nnc(-c2ccccc2)o1,Potency,14125.4,nM
NNc1ccc(Cl)c(C(=O)O)c1,Potency,11220.2,nM
CC(=O)n1nc(-c2ccc(C)cc2)nc1NCc1ccco1,Potency,5011.9,nM
C/C(=C\C(=O)c1ccccc1)Nc1ccc(O)cc1,Potency,5011.9,nM
COc1ccc(C2NN=C(c3ccc(C)cc3)S2)cc1,Potency,1778.3,nM
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCCCC3)c3ccccc3c2=O)c(OC)c1,Potency,12589.3,nM
COC(=O)c1cccc(NC(=O)c2ccc(OC)c(Cl)c2)c1,Potency,5011.9,nM
N=C(NOC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Potency,11220.2,nM
O=C(CNC(=O)c1ccccc1F)N/N=C/c1cccs1,Potency,10000.0,nM
CCCC(=O)Nc1ccc2oc(-c3cncc(Br)c3)nc2c1,Potency,3162.3,nM
S=C(NCc1ccco1)Nc1ccc(Br)cc1Cl,Potency,10000.0,nM
O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)c1ccccc1,Potency,11220.2,nM
COc1ccc2[nH]c(-c3ccccc3)cc2c1,Potency,3548.1,nM
CC(/C=C(\O)c1cccnc1)=N\c1ccc(C)c(C)c1,Potency,12589.3,nM
Cc1cc2cc(CNC(=O)Nc3ccccc3)ccc2[nH]1,Potency,11220.2,nM
Cc1ccc(O)c(NC(=O)CCC2CCCCC2)c1,Potency,3981.1,nM
O=C(/C=C/c1ccccc1)Nc1cccnc1Cl,Potency,10000.0,nM
COc1ccc(C2CC2C(=O)c2ccccn2)cc1,Potency,8912.5,nM
CCSc1nnc(Nc2ccccc2)s1,Potency,11220.2,nM
OC[C@H]1O[C@@H](c2nc(-c3ccc(Br)cc3)no2)C[C@@H]1O,Potency,7943.3,nM
Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,Potency,4466.8,nM
Cc1ccc(-c2csc(NC(=O)COC(=O)c3cccc(S(=O)(=O)N4CCOCC4)c3)n2)cc1,Potency,5011.9,nM
CCC(=O)Nc1ccc(C(=O)Nc2cccc(C)n2)cc1,Potency,2511.9,nM
O=C(COc1ccccc1[N+](=O)[O-])Nc1ccc2c(c1)CCC2,Potency,10000.0,nM
Cc1cc(C(=O)Nc2ccc3[nH]ccc3c2)no1,Potency,6309.6,nM
CCN(CC)C(=O)c1sc(NC(=O)c2ccc3c(c2)OCO3)c(C(N)=O)c1C,Potency,11220.2,nM
CC1CCN(c2oc(-c3ccccc3Cl)nc2C#N)CC1,Potency,6309.6,nM
O=C(/C=C/c1ccc2ccccc2c1)c1ccoc1,Potency,12589.3,nM
CN(C)c1ccc(C(=O)/N=c2\sccn2C)cc1[N+](=O)[O-],Potency,11220.2,nM
O=C(c1ccc(-c2cccc(C(F)(F)F)c2)o1)N1CCOCC1,Potency,11220.2,nM
Cc1ccc2c(CNCc3ccco3)cc(=O)oc2c1,Potency,7943.3,nM
COc1cccc(/C(C)=N/N=C(\C)c2cccc(OC)c2)c1,Potency,3162.3,nM
Fc1ccccc1COc1ccc(C(=S)N2CCCC2)cc1,Potency,11220.2,nM
COc1ccc(CCC(=O)Nc2nccs2)cc1,Potency,11220.2,nM
N#C/C(=N\Nc1ccc(Br)cc1)C(=N)N1CCOCC1,Potency,10000.0,nM
O=C(N/N=C/c1c[nH]c2ccccc12)c1cccc(O)c1,Potency,12589.3,nM
COC(=O)c1c(-c2ccc(S(C)(=O)=O)cc2)sc2cc(OC)ccc12,Potency,6309.6,nM
CCOC(=O)c1cccc(C2=CC(=O)C[C@H](c3ccc(OC)cc3)C2)c1,Potency,11220.2,nM
CCn1nnc2sc3c(c2c1=O)CCC(C)C3,Potency,12589.3,nM
COc1ccc(/N=C/c2c(O)[nH]c3ccccc23)cc1OC,Potency,3162.3,nM
Oc1ncccc1-c1nc2ccccc2[nH]1,Potency,8912.5,nM
C/C(=C\C(=O)c1ccc(Br)cc1)Nc1ccc(Cl)cc1,Potency,2818.4,nM
C=CCn1cccc(C(=O)Nc2ccc(C)c(Cl)c2)c1=O,Potency,4466.8,nM
CNc1nc(-c2ccc3c(c2)CCN3C(=O)c2ccccc2C)cs1,Potency,1995.3,nM
CN(C)C(=O)CSc1nnc(C23CC4CC(CC(C4)C2)C3)o1,Potency,10000.0,nM
CCCOC(=O)c1ccc(NC(=O)c2cnccn2)cc1,Potency,10000.0,nM
Cc1cccc(C(=O)OCC(=O)c2ccc3c(c2)OCO3)c1O,Potency,6309.6,nM
N#CCC(=O)N/N=C/c1ccc(OCc2ccccc2)cc1,Potency,7943.3,nM
Fc1ccccc1N=C(S)NCCc1cccc(Cl)c1,Potency,7943.3,nM
c1ccc(-n2nnc(-c3cccnc3)n2)cc1,Potency,7943.3,nM
CCOC(=O)c1ccc(NC(=O)N(CC)CC)cc1,Potency,2511.9,nM
CCOc1ccc(OCCn2nnc3ccccc3c2=O)cc1,Potency,1000.0,nM
CC(=O)Nc1ccc2[nH]c(-c3ccc(Br)o3)nc2c1,Potency,10000.0,nM
CC(Oc1ccc(Cl)cc1Cl)c1nc(-c2ccccn2)no1,Potency,11220.2,nM
COc1cccc(NC(=O)Nc2ccc3c(c2)OCO3)c1,Potency,2818.4,nM
O=C(C1CC(c2ccc(Cl)c(Cl)c2)=NO1)N1CCC2(CC1)OCCO2,Potency,8912.5,nM
O=C(CSc1nnc2ccccn12)Nc1cccc(-c2nc3ccccc3s2)c1,Potency,5011.9,nM
N#Cc1ccc(N2Cc3ccccc3/C2=N/C(=O)c2cccnc2Cl)cc1,Potency,12589.3,nM
CC(=O)Cc1nsc(Nc2ccc(Cl)cc2)n1,Potency,10000.0,nM
COC(=O)c1ccc(CSc2nncn2C)cc1,Potency,10000.0,nM
Cc1cccc(-c2ncc(S(=O)(=O)C(C)(C)C)c(N)n2)c1,Potency,5011.9,nM
CCc1nnc(NC(=O)c2cc(C)oc2C)s1,Potency,5623.4,nM
O=C(C1CC(c2ccc(F)cc2)=NO1)N1CCC2(CC1)OCCO2,Potency,7943.3,nM
COc1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1,Potency,14125.4,nM
O=C(NCCc1c[nH]c2ccccc12)C(=O)Nc1ccccc1,Potency,11220.2,nM
Cc1ccc(-n2c(=O)[nH]c3ccccc3c2=O)cc1[N+](=O)[O-],Potency,11220.2,nM
O=C(Nc1ccc2c(c1)OCO2)c1ccc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nc2c1,Potency,3162.3,nM
Cl.O=C(OCCN1CCOCC1)c1ccc2c(c1)OCCO2,Potency,7943.3,nM
O=C(CNC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Potency,11220.2,nM
COCCSc1nnc(NC(=O)C(C)(C)C)s1,Potency,5623.4,nM
Cc1ccnc(SCC(=O)N2CCc3ccccc32)n1,Potency,10000.0,nM
O=C1c2ccccc2C(=O)N1CCc1c[nH]c2ccccc12,Potency,2238.7,nM
COc1ccc(/[N+]([O-])=C/c2ccoc2)cc1,Potency,11220.2,nM
Cc1ccc2c(c1)COc1c3ccc(C(=O)N4CCCCC4)cc3nn1-2,Potency,4466.8,nM
CCOC(=O)c1cnc(SCc2ccc(C)cc2)nc1N,Potency,7079.5,nM
NC(=O)C1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1.O=C(O)C(=O)O,Potency,11220.2,nM
Cc1ccc(C(=O)NCCc2ccccc2)cc1S(=O)(=O)N1CCOCC1,Potency,11220.2,nM
Cc1nc2cc(-c3ccc(Br)cc3)nn2c(O)c1Cl,Potency,4466.8,nM
Cc1ccc(-c2cc(C(=O)NCc3ccccn3)no2)cc1,Potency,11220.2,nM
COc1cccc(NC(=O)c2sc3nc4n(c(=O)c3c2C)CCC4)c1,Potency,10000.0,nM
CCSc1ccc(C(=N)NOC(=O)c2cccs2)cn1,Potency,10000.0,nM
CCN(CC)C(=O)c1ccc(COc2ccccc2Br)o1,Potency,7079.5,nM
CCCc1noc(-c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)n1,Potency,7079.5,nM
O=S(=O)(Nc1cccc(-c2ccc(N3CCCCCC3)nn2)c1)c1ccccc1F,Potency,12589.3,nM
COc1ccc(-c2csc(N(C)C(=O)c3cccs3)n2)cc1,Potency,10000.0,nM
COc1ccc(/C=C/c2ccncc2)cc1,Potency,10000.0,nM
CN(C)CCN(C(=O)C1=COCCO1)c1nc2ccc(Cl)cc2s1.Cl,Potency,12589.3,nM
c1ccc(Sc2ncnc3c2oc2ccccc23)nc1,Potency,11220.2,nM
CC(C)CNC(=O)C(=O)Nc1ccc(N(C)C)cc1,Potency,2238.7,nM
O=C(CSc1nnc(-c2c[nH]c3ccccc23)o1)c1ccccc1,Potency,12589.3,nM
Cn1ccs/c1=N\C(=O)Nc1cccc(Cl)c1,Potency,3548.1,nM
Nc1nc(-c2cccc(Br)c2)cs1,Potency,11220.2,nM
CSc1ccc(/C=C/C(=O)NC(=O)c2ccccc2O)cc1,Potency,12589.3,nM
CCOc1cnc(-c2ccc(OC)cc2)o1,Potency,7943.3,nM
Cc1ccc(NC(=O)C(S)=NCc2ccco2)cc1,Potency,7079.5,nM
CCOC(=O)c1ccc(NC(=S)N2CCC(O)CC2)cc1,Potency,12589.3,nM
O=C(O)c1ccc2noc(-c3ccccc3)c2c1,Potency,3981.1,nM
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(c4ccccc4F)CC3)c3ccccc3c2=O)cc1OC,Potency,8912.5,nM
O=C(O)/C=C\c1c2ccc(=O)c(O)c-2oc2c(O)c(O)ccc12,Potency,6309.6,nM
C=C(C)C1CC=C(C)/C(=N/NC(=O)c2cccs2)C1,Potency,10000.0,nM
O=C(O)C(=O)O.O=C(c1ccco1)N1CCN(Cc2ccccc2Br)CC1,Potency,15848.9,nM
CCOc1ccc(-c2noc(-c3cccnc3)n2)cc1OC,Potency,8912.5,nM
Cc1nn(-c2ccc(N3CCCCC3)nn2)c(C)c1CCC(=O)Nc1ccc(F)c(F)c1,Potency,2238.7,nM
c1ccc(OCc2nc(-c3ccncc3)no2)cc1,Potency,11220.2,nM
COC(=O)c1c(-c2ccncc2)csc1NC(=O)c1ccoc1C,Potency,4466.8,nM
CC(C)C/C=C1\CCc2c([nH]c3ccccc23)C1=O,Potency,8912.5,nM
Cc1cc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)c(C)n1-c1ccccc1,Potency,12589.3,nM
COc1ccc(C(=O)NC(=S)NC(C)(C)C)cc1Br,Potency,11220.2,nM
Cn1nnc2cc(C(=O)Nc3ccccc3)ccc21,Potency,7079.5,nM
CSc1ccccc1C(=O)Nc1nc(O)c2ccccc2n1,Potency,11220.2,nM
COc1ccc(/C=C/C(=O)NC(=S)Nc2ccccn2)cc1,Potency,8912.5,nM
C/C(=N/NC(=O)c1ccc2c(c1)OCO2)c1cccc([N+](=O)[O-])c1,Potency,5011.9,nM
CN(C)c1ccc(C(CNC(=O)c2cccs2)N(C)C)cc1,Potency,12589.3,nM
COc1ccc(C(=O)NCCn2ccc3ccccc32)c(OC)c1,Potency,7943.3,nM
Nn1c(COc2ccc(Cl)cc2)nc2ccccc2c1=O,Potency,5623.4,nM
COCCNC(=O)c1cc2oc3ccccc3c2n1C,Potency,10000.0,nM
Cc1nc2sc(C(N)=O)c(N)c2c(C)c1CC(=O)c1ccccc1,Potency,11220.2,nM
COc1ccccc1C(=O)COC(=O)c1ccc(N(C)C)cc1,Potency,3981.1,nM
COc1ccc(OCc2cc(C(=O)N(C)Cc3cnccn3)no2)c(Cl)c1,Potency,8912.5,nM
NC(=NOC(=O)c1ccccc1F)c1ccc([N+](=O)[O-])cc1,Potency,2818.4,nM
O=C(Nc1ccc2c(c1)OCO2)Nc1ccc(F)cc1F,Potency,3162.3,nM
CC(=O)c1cccc(NC(=O)c2cc(-c3ccco3)on2)c1,Potency,10000.0,nM
Cc1ccc(Nc2cc(C)nc(-c3ccccc3)n2)cc1,Potency,3162.3,nM
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCCCCC3)c3ccccc3c2=O)c(OC)c1,Potency,11220.2,nM
COc1ccc(NC(=O)NC(=O)c2ccccc2)cc1,Potency,1122.0,nM
Cc1csc(NC(=O)CSc2nnc(-c3ccoc3C)o2)n1,Potency,10000.0,nM
CCOc1ccc2nc(NC(=O)C(CC)Sc3nc(C)cc(O)n3)sc2c1,Potency,5623.4,nM
Cc1ccc(-c2cc3ncc(C#N)c(N)n3n2)cc1,Potency,8912.5,nM
CC1Cc2ccccc2N1C(=O)COc1ccc2c(c1)OCO2,Potency,3162.3,nM
O=C(CCc1nnc(CCCc2ccccc2)o1)NCCCC1CCCC1,Potency,12589.3,nM
COc1ccc(-c2ccc(NC(=O)c3ccc(Br)o3)cc2)nn1,Potency,3981.1,nM
CC(C)(C)C(=O)Nc1ccc(-c2cn3cccnc3n2)cc1,Potency,2818.4,nM
Cc1c(C(S)=Nc2ccccc2)cnn1-c1ccccc1,Potency,7943.3,nM
Cc1ccc(C)c(OCc2cc(C(=O)N3CCOCC3)no2)c1,Potency,17782.8,nM
O=C(c1cc(-c2ccc(Cl)c(Cl)c2)on1)N1CCCCC1,Potency,3981.1,nM
CCOC(=O)c1cnc(SCC(C)C)nc1N,Potency,7943.3,nM
Cc1nn(-c2ccc(Cl)nn2)c(=O)c2ccccc12,Potency,11220.2,nM
CCOc1ccc(N/C(=C(\C(=O)C(=O)N2CCOCC2)C(=O)c2ccccc2)c2ccccc2)cc1,Potency,7943.3,nM
O=C(Cc1cccs1)Nc1ccc(N2CCOCC2)cc1,Potency,7943.3,nM
Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1,Potency,8912.5,nM
CN1CC=C(/C=C/c2ccc(-c3ccccc3)cc2)CC1.Cl,Potency,8912.5,nM
CC1CCC/C(=N\Nc2ccc(Cl)c(C(=O)O)c2)C1,Potency,5011.9,nM
COc1ccccc1NC(=O)CSc1nnc(-c2ccoc2C)o1,Potency,7943.3,nM
Cc1cccc(OCCn2c(=O)oc3ccc(C)cc32)c1,Potency,8912.5,nM
Cn1cccc1C(=O)C(=O)Nc1ccc(F)c(F)c1,Potency,5623.4,nM
c1csc(CSc2nc3ccccc3s2)c1,Potency,7943.3,nM
O=C(Nc1nccs1)c1ccc2sc([C@H]3C[C@H](O)[C@@H](CO)O3)nc2c1,Potency,12589.3,nM
Brc1ccc(-c2nnc(-c3cccnc3)o2)cc1,Potency,4466.8,nM
COc1ccc(-n2[nH]c3c(cnc4ccccc43)c2=O)cc1,Potency,14125.4,nM
S=C(c1ccc(-c2ccccc2Cl)o1)N1CCOCC1,Potency,7079.5,nM
Cc1nc2cc(NC(=O)NCc3ccco3)ccc2n1C,Potency,11220.2,nM
c1ccc(OCCOc2ncnc3sccc23)cc1,Potency,7079.5,nM
C/C(=N\NC(=O)c1cc2c(s1)CCC(C)C2)c1ccc[nH]1,Potency,5011.9,nM
O=C(Nc1nc2ccccc2s1)c1c(F)cccc1Cl,Potency,10000.0,nM
CC1CCC/C(=C(\C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)C1,Potency,3162.3,nM
C[S+]([O-])c1ccccc1-c1nc(-c2ccc(Cl)cc2)no1,Potency,11220.2,nM
CCC1CCCCN1C(=O)CSc1nnc(-c2cccs2)o1,Potency,8912.5,nM
Cn1c(SCc2ccc(F)cc2)nnc1-c1cccs1,Potency,4466.8,nM
N#CC(=C1CCCC1)c1nc(-c2ccc(Cl)cc2)cs1,Potency,6309.6,nM
O=C(CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1cccc(C(=O)O)c1,Potency,6309.6,nM
O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCCO2,Potency,12589.3,nM
O=C(Nc1ccc2ncccc2c1)c1cccc(Br)c1,Potency,2238.7,nM
Cc1cccc(NC(=O)C(=O)NCC2CCCO2)c1,Potency,2238.7,nM
Cn1c(S)nnc1-c1ccc(C(C)(C)C)cc1,Potency,19952.6,nM
COc1ccccc1NC(=O)Nc1ccc(N2CCOCC2)cc1,Potency,7079.5,nM
CC(=O)c1cc(C#N)c(SCC(=O)Nc2nccs2)nc1C,Potency,1995.3,nM
CN1CCN(C(=O)c2cc(-c3ccccc3)on2)CC1,Potency,7943.3,nM
COc1ccc(Nc2ncnc3sccc23)cc1,Potency,7079.5,nM
COc1ccc(CCNc2ncccc2C#N)cc1OC,Potency,3981.1,nM
O=C(NC1=NCCS1)c1ccc(Cl)s1,Potency,5623.4,nM
O=C(Nc1ccc([N+](=O)[O-])cc1)OCCc1ccccn1,Potency,2818.4,nM
CC(C)(C)C(=O)Oc1ccc2cc(-c3ccc4ccccc4n3)c(=O)oc2c1,Potency,14125.4,nM
COc1ccccc1/C=C/C=N/n1c(S)nnc1-c1ccccn1,Potency,11220.2,nM
CCCc1cc(O)n2nc(-c3ccc(C)cc3)cc2n1,Potency,1412.5,nM
CC(C)OC(=O)c1cccc(NC(=O)c2ccccc2)c1,Potency,11220.2,nM
O=C(CCSc1ccccc1)NC1CCCCCC1,Potency,7079.5,nM
CC1CCc2c(C(=O)NCc3ccccn3)csc2C1,Potency,11220.2,nM
COc1ccc(-c2noc(-c3cccc(OC)c3OC)n2)cc1OC,Potency,3981.1,nM
O=C(OCC(=O)N1CCCCC1)c1c[nH]c2ccccc12,Potency,6309.6,nM
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Potency,12589.3,nM
