Smiles,Standard Type,Standard Value,Standard Units
Nc1ccc(-c2nnc(-c3ccc(N)cc3)o2)cc1,Potency,5623.4,nM
COCCCNC(=O)COc1ccc(Br)cc1Cl,Potency,12589.3,nM
O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1cnccn1,Potency,12589.3,nM
O=C(c1cc2cc(Br)ccc2o1)N1CCCCC1,Potency,4466.8,nM
O=[N+]([O-])c1ccc2oc(-c3ccccc3)nc2c1,Potency,3162.3,nM
O=C(Nc1cccc(C(=O)O)c1)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccc(Br)o1,Potency,8912.5,nM
CC(C)c1ccc(NC(=O)C2=NNC(=O)CC2)cc1,Potency,2238.7,nM
Cc1ccsc1C(=O)NCCc1c[nH]c2ccccc12,Potency,12589.3,nM
O=C(NCC1CCCO1)c1sc2cc(Cl)ccc2c1Cl,Potency,10000.0,nM
O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(Cl)cc1,Potency,12589.3,nM
O=C(CSc1nncs1)NC(=O)Nc1ccc2c(c1)OCCO2,Potency,4466.8,nM
CSc1ccccc1-c1nc(-c2ccncc2)no1,Potency,3162.3,nM
CCOC(=O)c1c(C)c(C(=O)NCCc2ccccc2)c(C)n1C,Potency,10000.0,nM
OC(COc1ccc2ccccc2c1)CN1CCOCC1,Potency,11220.2,nM
O=C1C[C@H]2[C@H](CO)[C@@H](OC(=O)c3ccc(-c4ccccc4)cc3)C[C@H]2O1,Potency,12589.3,nM
COc1ccc(OCc2csc(N)n2)cc1,Potency,10000.0,nM
O=C(CCOc1ccccc1F)N1CCN(c2ccccc2O)CC1,Potency,11220.2,nM
COc1ccc(/C=C/C(=O)Nc2cccc(C(C)=O)c2)cc1,Potency,4466.8,nM
Cc1ccc(O)c(NC(=O)c2ccc3c(c2)C(=O)N(CC(C)C)C3=O)c1,Potency,7943.3,nM
O=C1COc2ccc(OCc3ccc(F)cc3)cc21,Potency,2818.4,nM
COc1ccc(-c2cn3cccc(C)c3n2)cc1Br,Potency,3548.1,nM
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCCCCC1,Potency,12589.3,nM
COC(=O)c1ccc(OCC(=O)c2cccc(OC)c2)cc1,Potency,1995.3,nM
O=C1c2ccccc2NC(c2ccccn2)N1c1ccc(Cl)cc1,Potency,11220.2,nM
COc1ccc(Nc2nc(CC(C)=O)ns2)cc1,Potency,10000.0,nM
O=C(CCCC(=O)c1ccc(F)cc1)c1ccc(F)cc1,Potency,2511.9,nM
O=C(/C=C/c1ccc(Cl)cc1)NCc1cccs1,Potency,11220.2,nM
COc1cc(SC)ccc1C(=O)NCCOc1ccc(F)cc1,Potency,10000.0,nM
CCCCn1cnc2c(SCc3ccccc3)nc(N)nc21,Potency,7079.5,nM
OC(c1ccc(F)cc1)c1nc(-c2cnc3ccccc3c2)cs1,Potency,11220.2,nM
COc1ccc(NC(=O)c2ccc3c(c2)N(C)CCS3)cc1,Potency,10000.0,nM
COc1ccc(-c2nn(-c3ccccc3)cc2C#N)cc1,Potency,3981.1,nM
Cc1ccnc(NC(=O)CCCc2ccccc2)c1,Potency,11220.2,nM
COc1ccc(/C(O)=C/C=N/c2cc(C)on2)cc1,Potency,3162.3,nM
Cc1cccc(NC(=O)CSc2nnc(-c3ccccc3C)o2)c1,Potency,12589.3,nM
COCc1ccc(C(=O)N(C)CC2CCCN(CCc3ccc(OC)cc3)C2)o1,Potency,12589.3,nM
Cc1cn(CCC(=O)Nc2ccc(N3CCOCC3)cc2)c2ccccc12,Potency,10000.0,nM
O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc2c(c1)OCCO2,Potency,12589.3,nM
O=C(COc1ccc(-c2ccccc2)cc1)N1CCCC1,Potency,12589.3,nM
O=[N+]([O-])c1cc(/C=N/O)ccc1Oc1ccccc1Cl,Potency,7079.5,nM
Cc1ccc(O)c(CNc2ccccn2)c1,Potency,15848.9,nM
Cc1cccc(C(=N)NOC(=O)CCc2ccccc2)c1,Potency,12589.3,nM
CCOc1ccc2c(c1)c(N=Nc1cccc(C(=O)O)c1)c(O)n2C,Potency,10000.0,nM
CC1CCCN(c2ccc(C(=O)NCc3cccs3)cn2)C1,Potency,10000.0,nM
Cc1nc2ccccc2c(=O)n1/N=C/c1ccccc1Cl,Potency,10000.0,nM
Fc1ccccc1CSc1ncnc2c1ncn2C1CCCO1,Potency,3548.1,nM
CCOC(=O)c1ccc(NC(=O)Nc2ccccn2)cc1,Potency,5011.9,nM
C/C(=N\O)c1sc(-c2ccccc2)nc1C,Potency,2511.9,nM
COc1ccc2cc(C(=O)NCCc3ccccc3)[nH]c2c1,Potency,4466.8,nM
Cc1ccc(SCc2cn3cc(Cl)ccc3n2)cc1,Potency,10000.0,nM
COc1ccc(OCCC(=O)N2CCCCC2)cc1,Potency,11220.2,nM
NC(=O)c1cccnc1Nc1cccc([N+](=O)[O-])c1,Potency,1778.3,nM
CSc1nc(-c2ccc(Cl)cc2)nn1S(=O)(=O)c1ccc(Cl)cc1,Potency,10000.0,nM
CN1CCCC1CCNc1ccc2oc3ccccc3c(=O)c2c1,Potency,1258.9,nM
CCCC1CCC(c2ccc(OCC)cc2)=CC1=O,Potency,8912.5,nM
CCn1ccc(C(=O)Nc2ccccc2Cl)n1,Potency,3162.3,nM
Nc1ccc(CCc2nc3ccccc3o2)cc1,Potency,2818.4,nM
Cc1c(Cl)cccc1Nc1nc(N)nc(CSc2ncccn2)n1,Potency,10000.0,nM
CC1(C(=O)OCC(=O)c2c[nH]c3ccccc23)CC1(Cl)Cl,Potency,8912.5,nM
c1ccc(CNn2nnc3ccccc32)cc1,Potency,5011.9,nM
O=C(c1ccco1)N1CCN(c2ccc(Cl)cc2)CC1,Potency,11220.2,nM
COc1ccc(-c2nc(SC)n(C(=O)c3ccco3)n2)cc1,Potency,11220.2,nM
Cc1ccc2c(c1)NC(=O)c1cccnc1N2,Potency,4466.8,nM
O=c1c2ccccc2sc2ccc(NCCCN3CCOCC3)cc12,Potency,11220.2,nM
Cc1cc(C)nc(SCC(=O)N2CCc3ccccc32)n1,Potency,5623.4,nM
Cn1c(CO)cnc1SCC(=O)c1ccc(F)cc1,Potency,10000.0,nM
Cc1ccc(-c2ccc(C3=CC(=O)CC(C)(C)C3=O)cc2)cc1,Potency,2238.7,nM
COc1ccc(-c2nc(C#N)c(NCc3ccco3)o2)cc1,Potency,8912.5,nM
COc1cc(/C=N/N2CCOCC2)ccc1OCc1ccc(Cl)cc1,Potency,2238.7,nM
O=C(CC(Nc1ccccc1)C(=O)O)c1ccccc1,Potency,11220.2,nM
Cn1c(CCNC(=O)c2ccco2)nc2cc(NC(=O)c3ccccc3Cl)ccc21,Potency,8912.5,nM
CCN(CC)c1ccc(/C=C2\C=Cc3ccccc32)cc1,Potency,4466.8,nM
CC(=O)Nc1ccc(/N=N/c2c(C)[nH]n(C(N)=S)c2=O)cc1,Potency,10000.0,nM
O=C(c1ccc(COc2ccc(Cl)cc2)cc1)N1CCCCC1,Potency,3162.3,nM
O=C(COC(=O)Cn1cnc2ccccc21)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,Potency,8912.5,nM
Cc1cccc(-n2c(C)cc(/C=N\NC(=O)c3ccco3)c2C)c1,Potency,8912.5,nM
COC(=O)CNc1c(-c2ccccn2)nc2ccc(Br)cn12,Potency,4466.8,nM
Cc1cc(C(=O)COC(=O)Cc2c(F)cccc2Cl)c(C)n1C,Potency,5011.9,nM
Cc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)cc1,Potency,1258.9,nM
O=C(NCCc1c[nH]c2ccccc12)c1cc(Cl)c2c(c1)OCO2,Potency,3548.1,nM
c1ccc(-c2noc(CC3CCCCC3)n2)nc1,Potency,7079.5,nM
O=C(O)c1ccc(-c2ccc(OS(=O)(=O)c3ccccc3F)cc2)cc1,Potency,12589.3,nM
C/C(N)=C(\C#N)C(=O)COC(=O)c1cc(C)n(-c2ccc(F)cc2)c1C,Potency,8912.5,nM
Cc1cc(NC(=O)c2cccc(Cl)c2)[nH]n1,Potency,3981.1,nM
OC(c1nnc(-c2ccccc2)o1)c1cccs1,Potency,11220.2,nM
Cc1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCO3)s1,Potency,2511.9,nM
COc1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1,Potency,2511.9,nM
O=C(Oc1ccc(-c2ccccc2)cc1)N1CCCCC1,Potency,7079.5,nM
c1ccc(-c2cn(CC3CCCCC3)nn2)cc1,Potency,5623.4,nM
COc1ccc(CNC(=O)Nc2cccc(Cl)c2)cc1,Potency,7079.5,nM
CCCCN(C(=O)Cc1cccs1)c1nnc(-c2cccnc2)s1,Potency,3162.3,nM
Cc1ccc2nc(NC(=O)CN3CCOCC3)sc2c1,Potency,3548.1,nM
CCOC(=O)c1cn2nc(SCc3ccccc3)nc2nc1C,Potency,11220.2,nM
Cc1ccc(/C=N/NC(=O)c2cccs2)s1,Potency,11220.2,nM
N=C(NOC(=O)c1ccco1)c1ccccc1,Potency,5623.4,nM
COc1ccc(-c2nn(-c3ccccc3)cc2N)cc1,Potency,3162.3,nM
CCn1nnnc1SCC(=O)c1ccc(C)cc1C,Potency,6309.6,nM
CCn1cnc2cc(NCc3ccc(Br)cc3)ccc21,Potency,4466.8,nM
O=C(Nc1ccc(F)cc1F)Nc1ccc(F)cc1F,Potency,10000.0,nM
Cc1ccc(OCC(=O)c2ccc3c(c2)CCCC3)cc1C,Potency,4466.8,nM
C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1cccs1,Potency,12589.3,nM
COc1ccc2oc(=O)c(C(=O)Nc3cccc(C)c3)cc2c1,Potency,3162.3,nM
O=C(OCc1ccc(Cl)c(Cl)c1)c1ccc[nH]1,Potency,12589.3,nM
COc1ccc(CNc2nc(-c3ccccc3)nn2C(=O)c2ccc([N+](=O)[O-])cc2)cc1,Potency,11220.2,nM
O=C(Nc1nccs1)OCc1ccccc1,Potency,14125.4,nM
O=C(NCCSc1ccccc1)c1cncc(Br)c1,Potency,7943.3,nM
O=C(Nc1nccs1)c1ccc(NC(=O)c2ccco2)cc1,Potency,5011.9,nM
Cc1cc(C)c2nc(N3CCCC(C(=O)NCCN4CCOCC4)C3)sc2c1,Potency,2818.4,nM
CC1CN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)CC(C)O1,Potency,3162.3,nM
O=C(NCC(O)c1ccccc1)c1cccs1,Potency,7079.5,nM
Cc1ccsc1C(=O)OCC(=O)c1ccc[nH]1,Potency,5623.4,nM
COc1ccc2c(c1)CC/C(=C/c1ccco1)C2=O,Potency,3548.1,nM
CCn1c2ccccc2c2cc(NC(=O)N3CCCCC3)ccc21,Potency,8912.5,nM
CC(=O)Nc1cccc(OCC(=O)Nc2sccc2C(N)=O)c1,Potency,3981.1,nM
CCCCCC(=O)Nc1ccc2ccccc2c1,Potency,2818.4,nM
O=C(Nc1nccs1)c1ccc(CSc2ccccc2)o1,Potency,2818.4,nM
Clc1ccc(SCc2cn3ccccc3n2)cc1,Potency,5623.4,nM
COc1ccc(CCNC(=O)c2nn(C)cc2Cl)cc1,Potency,7943.3,nM
CC(=O)c1ccc(NC(S)=Nc2ccc3c[nH]nc3c2)cc1,Potency,6309.6,nM
O=C(NCC1CC1)NC(=O)c1ccccc1F,Potency,12589.3,nM
Cc1nn(-c2cccc(Cl)c2)c(O)c1/C=N\Cc1ccco1,Potency,11220.2,nM
c1ccn2c(SCc3cn4ccsc4n3)nnc2c1,Potency,5011.9,nM
O=C(Nc1ccc2c(c1)OCO2)c1cnc2n(c1=O)CCS2,Potency,2511.9,nM
Cc1ccc(CONC(=O)c2ccc(Cl)cc2)cc1,Potency,8912.5,nM
CCN1C(=O)/C(=C/C=C2/CCCN2C)OC1=S,Potency,7079.5,nM
COc1cccc(OCc2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)no2)c1,Potency,11220.2,nM
O=C(CSc1ncccc1C(=O)O)c1cccc(C(F)(F)F)c1,Potency,15848.9,nM
CCOC(=O)c1cnc(-c2ccccc2)nc1N,Potency,3981.1,nM
Clc1ccc(CSc2nnc3ccccn23)c(Cl)c1,Potency,10000.0,nM
COc1cccc(NC(=O)c2ccc(CN3CCOCC3)cc2)c1,Potency,11220.2,nM
CCCSc1nsc(NC(=O)CCC)n1,Potency,1412.5,nM
O=C(Cc1ccc(Br)cc1)N1CCCCCC1,Potency,10000.0,nM
CC1CCCCN1C(=O)COC(=O)c1[nH]nc2ccccc12,Potency,10000.0,nM
O=C(Nc1ccccc1)N1CCCC2CCCCC21,Potency,11220.2,nM
CC(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,Potency,14125.4,nM
c1coc(CNc2nc3ccccc3s2)c1,Potency,3162.3,nM
COc1cccc(/C=C/C(=O)OCC(=O)c2ccccc2)c1OC,Potency,11220.2,nM
O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,Potency,8912.5,nM
CN(C(=O)C1CCC(=O)N(Cc2cccc(F)c2)C1)C1CCCCC1,Potency,7943.3,nM
Cc1ccc(Nc2nc(N)nc(CSc3nccn3C)n2)c(C)c1,Potency,7079.5,nM
Cc1cc(NC(C)c2ccccc2)n2ncc(-c3ccccc3)c2n1,Potency,6309.6,nM
C(=N/N1CCN(c2ccccn2)CC1)\c1ccccn1,Potency,11220.2,nM
CCN(CC)C(=O)C1CC(c2ccc(OC)cc2)=NO1,Potency,10000.0,nM
O=C(OCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1[N+](=O)[O-],Potency,12589.3,nM
CCCNC(=O)c1cc(Cl)c(NC(=O)C2=CSCCO2)cc1OC,Potency,7943.3,nM
O=C(CSc1ccc(Cl)cc1)Nc1ccc(-c2nc3ncccc3o2)cc1,Potency,8912.5,nM
COC(=O)c1ccc(COC(=O)c2cccnc2Cl)cc1,Potency,12589.3,nM
CC1CCN(c2ccc(C(=O)NCc3cccs3)cn2)CC1,Potency,14125.4,nM
CCOC(=O)Nc1ccc2c(c1)ncn2C1CCCCC1,Potency,12589.3,nM
COC(=O)[C@H](CC(C)C)NC(=O)Cn1cnc(C(=O)Nc2ccc(C)c(C)c2)n1,Potency,11220.2,nM
N=C(NOC(=O)Cc1ccc(Cl)cc1)c1ccccn1,Potency,10000.0,nM
O=C(NN=Cc1ccccc1Cl)c1ccccc1,Potency,5623.4,nM
COc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)c(COc3ccccn3)c2)cc1,Potency,2818.4,nM
CCOC(=O)c1sc(-c2ccc(Br)cc2)cc1N,Potency,7079.5,nM
COc1cc(/C=C2\C(=O)N(c3cccc(C(=O)O)c3)N=C2C)ccc1OCc1ccccc1,Potency,7079.5,nM
O=C(/C=C/c1ccc(OCCCF)cc1)N1CCOCC1,Potency,10000.0,nM
CC(=O)c1cnc(Nc2cccc(Cl)c2Cl)s1,Potency,10000.0,nM
CC(=NO)c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,Potency,5623.4,nM
O=C(NCCc1ccc(F)cc1)Nc1ccc2c(c1)OCO2,Potency,12589.3,nM
Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CN1CCN(CC(=O)N(C)C)CC1,Potency,8912.5,nM
Fc1ccc(COc2ccc(-c3nnco3)cc2)c(Cl)c1,Potency,8912.5,nM
Cc1ccc(-c2nnc(Cc3ccc(Cl)cc3)o2)cc1,Potency,12589.3,nM
CCC(C)(C)C(=O)Nc1nnc(CCc2ccccc2)s1,Potency,8912.5,nM
CCn1c(SCC(O)c2ccccc2)nnc1-c1ccccc1,Potency,11220.2,nM
O=C(O)c1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,Potency,2818.4,nM
CC(C)c1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,Potency,11220.2,nM
O=C(/C=C/c1cccc2ccccc12)NCCC1=CCCCC1,Potency,11220.2,nM
Nc1c(C(=O)N2CCCCC2)sc2nc3c(cc12)CCCC3,Potency,5623.4,nM
CCOC(=O)/C(C#N)=C\C=C1C=CN(C)C=C1,Potency,3981.1,nM
CC(Cc1cccs1)NC(=O)Nc1ccc([N+](=O)[O-])cc1,Potency,5623.4,nM
CC(C)n1cnc2cc(NCc3ccco3)ccc21.Cl,Potency,10000.0,nM
CC(=O)c1cccc(NC(=O)c2cc(C(C)C)on2)c1,Potency,3162.3,nM
O=C(Nc1ccc2[nH]ncc2c1)c1ccccc1Cl,Potency,2818.4,nM
Nc1nc(-c2cccc(F)c2)cs1,Potency,11220.2,nM
CS(=O)(=O)c1ccc2nc(NC(=O)c3cccc([N+](=O)[O-])c3)sc2c1,Potency,5623.4,nM
COc1ccccc1Nc1nc(-c2cccnc2)cs1,Potency,10000.0,nM
O=C(COc1ccc(Cl)cc1Cl)NC(=O)NC1CCCC1,Potency,3981.1,nM
CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1cccc(C)c1,Potency,5011.9,nM
CN1CCSc2ccc(C(=O)Nc3cc(F)ccc3F)cc21,Potency,12589.3,nM
CN(N=O)c1ccc(/C=C/c2ccccc2)cc1,Potency,5623.4,nM
CC(C)Cc1cc(C(=O)NCCc2ccccc2)no1,Potency,5011.9,nM
CC(=O)Oc1ccc(-c2cc3ccccc3oc2=O)cc1,Potency,12589.3,nM
CCC(=O)CCC(=O)c1ccc2ccccc2c1,Potency,7079.5,nM
O=c1oc2cc(O)ccc2cc1-c1ccccc1,Potency,10000.0,nM
CCOC(=O)C1(Cc2cccc(OC)c2)CCCN(C(=O)CCN2CCCO2)C1,Potency,3981.1,nM
N#CC(C(=O)c1ccco1)c1ccccn1,Potency,14125.4,nM
Fc1ccc(/C=N/Nc2nccnc2Cl)cc1,Potency,10000.0,nM
COc1cccc(NC(=O)N2CCc3ccccc3C2)c1,Potency,11220.2,nM
Cc1nc(O)c2cc3ccccc3cc2n1,Potency,11220.2,nM
COc1ccc2oc(C(=O)C3CC3)c(N)c2c1,Potency,6309.6,nM
Cc1ccc(Nc2cc(C)c3c(O)cccc3n2)cc1C.Cl,Potency,5623.4,nM
Cc1ccc(C(=O)NC(=S)NCC2CCCO2)cc1,Potency,10000.0,nM
CCCCc1ccc(NC(=O)C2CCCO2)cc1,Potency,1412.5,nM
COc1cccc(-c2ccnc3c(-c4ccccc4)c(C)nn23)c1,Potency,11220.2,nM
Cc1ccc(/C=N/N2CCN(c3ccccn3)CC2)o1,Potency,10000.0,nM
O=C(Cc1ccc(Br)cc1)N1CCc2ccccc2C1,Potency,10000.0,nM
COc1cc2c(cc1NC(=O)Cc1ccc(C)cc1)oc1ccccc12,Potency,7943.3,nM
Cc1ccc2c(c1)cc1c(O)nncn12,Potency,11220.2,nM
CN(Cc1nccn1C)C(=O)c1ccc2nc(Cc3ccccc3F)oc2c1,Potency,12589.3,nM
CC(C)OCCOc1ccc2oc(-c3ccco3)cc(=O)c2c1,Potency,8912.5,nM
COc1ccc(C(=O)CC(=O)c2ccccc2)cc1,Potency,7943.3,nM
CSCCNC(=O)c1ccc(C(C)(C)C)cc1,Potency,7079.5,nM
Cc1ccc(C)c(NC(S)=Nc2ncccc2C)c1,Potency,7943.3,nM
COc1ccc(Nc2oc(-c3cccs3)nc2C#N)cc1,Potency,1412.5,nM
COc1ccc2c(c1)S/C(=C\C(=O)c1ccncc1)N2C,Potency,4466.8,nM
COc1cccc2cc(CC(=O)c3ccccc3)c(=O)oc12,Potency,10000.0,nM
CSc1ccccc1OCc1cc(C(=O)N2CCN(c3ccccc3)CC2C)no1,Potency,12589.3,nM
COc1ccc(/C=C2\SC(=O)N(CCNC(=O)C3CC4C=CC3C4)C2=O)cc1,Potency,5623.4,nM
CCN(CCn1cccn1)C(=O)CCc1nnc(CCCc2ccccc2)o1,Potency,12589.3,nM
CC(C)(C)CC(=O)Nc1ccc(Nc2ccccc2)cc1,Potency,6309.6,nM
C(=N/Nc1nc2ccccc2[nH]1)\c1cccs1,Potency,10000.0,nM
O=C(NCCCn1cccn1)c1cc(COc2ccccc2)on1,Potency,11220.2,nM
O=C(NCCc1ccccc1)c1cccc(Br)c1,Potency,12589.3,nM
COc1ccccc1OCc1cc(-c2ccccc2)no1,Potency,2818.4,nM
O=C(Nc1ccccc1F)NC1CCCCCCC1,Potency,3548.1,nM
O=C(COc1ccc2ccccc2c1)N1CCCC1,Potency,11220.2,nM
Nc1cc(N)nc(SCCOc2ccccc2)n1,Potency,12589.3,nM
O=C(NC1CCCCC1)c1cc(-c2ccccc2O)on1,Potency,1995.3,nM
CCOc1ccc(-c2ccc(SCc3ccccn3)nn2)cc1,Potency,4466.8,nM
CCOc1ccc(NC(=O)c2ccc3snnc3c2)cc1,Potency,7943.3,nM
COc1ccc(Cc2c(-c3ccc(F)cc3)nc3ccc(Br)cn23)c(C)c1,Potency,8912.5,nM
COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3c2=O)cc1,Potency,11220.2,nM
O=C(NCCc1cccs1)c1ccc(Cl)c(Cl)c1,Potency,3981.1,nM
Cc1ccc(NC(=O)N2CCc3ccccc3C2)cc1C,Potency,10000.0,nM
C(=N/Nc1nc2ccccc2[nH]1)\c1ccc2c(c1)OCO2,Potency,12589.3,nM
CC(C)CCn1cnc2c(cnn2-c2ccc(F)cc2)c1=O,Potency,8912.5,nM
O/N=C(/CCc1ccccc1)c1ccc2c(c1)OCCO2,Potency,2818.4,nM
Nc1nnc(-c2ccc(Cl)cc2Cl)s1,Potency,10000.0,nM
COc1cccc(Nc2nc(CC(C)=O)ns2)c1,Potency,11220.2,nM
c1ccc(CCc2nc3ccccc3[nH]2)cc1,Potency,6309.6,nM
Cc1cccc(CNC(=O)c2ccc3nc(Cc4ccccc4F)oc3c2)n1,Potency,12589.3,nM
COC(=O)c1ccn(Cc2ccccc2Cl)n1,Potency,12589.3,nM
COc1ccc(NC(=O)Nc2ccc3nsnc3c2)cc1,Potency,2511.9,nM
Cc1ccc(OCCOc2ccc(Br)cc2)c([N+](=O)[O-])n1,Potency,3162.3,nM
COc1ccc(Oc2nccc(-c3ccccc3)c2C#N)cc1,Potency,5011.9,nM
CCN(CC)c1ccc(/C=C/C(=O)C2C(=O)C=C(C)OC2=O)cc1,Potency,5623.4,nM
CC(C)c1ccc(C2CC(=O)c3cnc(NC(=O)c4ccco4)nc3C2)cc1,Potency,10000.0,nM
O=C(NC(=S)Nc1ccccc1Br)c1ccco1,Potency,12589.3,nM
c1ccc(CSc2nc3ncccn3n2)cc1,Potency,2511.9,nM
C=CCSc1nn2c(=O)c3ccccc3nc2s1,Potency,2818.4,nM
CCn1c(C)cc(C(=O)COC(=O)c2ccc(NC(C)=O)cc2)c1C,Potency,10000.0,nM
O=C(Nc1ccc2c(c1)OCCO2)c1cnc2n(c1=O)CCS2,Potency,7079.5,nM
Cc1ccc(NC(=O)c2ccoc2C)cc1C,Potency,6309.6,nM
Nc1c(C(=O)Nc2ccc(Cl)cc2)oc2ccccc12,Potency,2511.9,nM
O=C(CN1CCOCC1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,Potency,11220.2,nM
CCC(C)c1ccc(NC(=O)C2CC3CCC2C3)cc1,Potency,7079.5,nM
CCOC(=O)c1nn(-c2ccc3ccccc3c2)cc1O,Potency,2818.4,nM
Nc1ccccc1C#Cc1ccccc1,Potency,11220.2,nM
Cl.NC(Cc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,Potency,11220.2,nM
O=C(N/N=C\c1ccc(Oc2ccccc2)cc1)c1csnn1,Potency,12589.3,nM
CCOc1ccc(NC(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(OC)c(OC)c2)cc1,Potency,11220.2,nM
CCCn1nc2cc(C(=O)NCCc3cccs3)ccc2c1OCC,Potency,11220.2,nM
Nc1nc(SCc2ccccc2)ns1,Potency,11220.2,nM
Cc1ccc(-c2nc3ccsc3c(=O)o2)cc1,Potency,12589.3,nM
O=C(Nc1nccs1)c1ccc(Br)s1,Potency,10000.0,nM
O=C(CC1CCCC1)Nc1nc2ccccc2[nH]1,Potency,3162.3,nM
CCCc1c(C)c2ccc(OCC(C)=O)cc2oc1=O,Potency,5623.4,nM
Cc1nn(C)c(C)c1CNC(=O)Nc1cccc(Cl)c1,Potency,3981.1,nM
O=C(Cc1cccs1)Nc1nc2ccccc2s1,Potency,7079.5,nM
COC(=O)c1ccc(-c2ccc(Cl)cc2)nc1C,Potency,1995.3,nM
O=C(Nc1ccc(Cl)cc1)C1C2CCCCC21,Potency,2238.7,nM
CCOC(=O)c1ccc(N2Cc3ccccc3/C2=N\C(=O)c2cccs2)cc1,Potency,10000.0,nM
Cc1nc(-c2ccc(Cl)cc2)sc1C1(C)CC(c2ccccc2)=NO1,Potency,11220.2,nM
Cc1cc(C(=O)CSc2nnc(N)s2)c(C)n1C1CC1,Potency,7943.3,nM
O=C1NC(=S)N/C1=C/c1cccc2ccccc12,Potency,12589.3,nM
Cc1cnc(C(=O)OCC(=O)Nc2ccc(OCc3ccccc3)cc2)cn1,Potency,10000.0,nM
Cc1ccc(Cn2ccc(=O)c(OCc3ccccc3)c2C)cc1,Potency,11220.2,nM
COc1ccc(NC(=O)/C=C/c2ccccc2)cn1,Potency,8912.5,nM
CN(C)c1ccc(Nc2ccc([N+](=O)[O-])cn2)cc1,Potency,3162.3,nM
COc1cccc(-c2nnc(NC(=O)c3cccs3)s2)c1,Potency,3981.1,nM
CN(C)CCN(C(=O)c1cccs1)c1nc2cc3c(cc2s1)OCCO3.Cl,Potency,11220.2,nM
COC(=O)c1ccc(/C(O)=C(\C#N)c2nc3ccccc3s2)cc1,Potency,5011.9,nM
C/C=C/c1ccc(OCC(=O)OCc2csc(Nc3ccc(C)cc3)n2)c(OC)c1,Potency,11220.2,nM
Cc1ccc(/C=N/n2nnnc2N)cc1,Potency,6309.6,nM
O=c1c2ccccc2nnn1COc1cccc2ccccc12,Potency,8912.5,nM
COCCNC(=O)c1noc2c1CCc1cc(OC)ccc1-2,Potency,2238.7,nM
CCCCc1nc2cc(C(=O)N3CCCC3)ccc2o1,Potency,8912.5,nM
CC(C)c1ccc(/C=N/NC(=O)c2c(Cl)cnn2C)cc1,Potency,7079.5,nM
COc1cccc(C(=O)Nc2nnc(-c3ccccc3)s2)c1OC,Potency,1778.3,nM
C=CCc1cccc2cc(-c3nc4ccc(C)cc4[nH]3)c(=O)oc12,Potency,1995.3,nM
COc1ccccc1C1=NC(c2ccc(F)cc2)N=C1C,Potency,12589.3,nM
Oc1ccc(Br)cc1/C=N/c1cccn2cc(-c3ccccc3)nc12,Potency,6309.6,nM
Cn1c2ccccc2c(=O)c2ccc(Cl)cc21,Potency,14125.4,nM
CC(C)(C)c1ccc(C(=O)C[n+]2ccccc2Cl)cc1,Potency,7943.3,nM
Cc1ccc(OCC(=O)NC(=S)Nc2ccccn2)c(Br)c1,Potency,11220.2,nM
Cc1nc(Nc2ccccc2C(F)(F)F)sc1C(=O)N(C)C,Potency,10000.0,nM
Nc1nc2ccccc2cc1-c1cccs1,Potency,3162.3,nM
O=C(Nc1cccc(F)c1)NC1CCCCCCC1,Potency,3548.1,nM
CC(C)CN=C(S)Nc1ccc(F)cc1,Potency,10000.0,nM
O=C(NC(=S)Nc1ccc2c(c1)OCCO2)c1cccc(Br)c1,Potency,3981.1,nM
COc1ccc(Nc2nc(N)nc(CSc3nccn3C)n2)cc1,Potency,3162.3,nM
COCC(=O)n1nc(-c2ccc(C)cc2)nc1NCc1ccc(F)cc1,Potency,10000.0,nM
Cc1ccc(C(=O)NCCc2c[nH]c3ccccc23)s1,Potency,3162.3,nM
